alt,temp,pres
68158.3767804505,-46.9353942871094,1.20181774017581E-06
68149.8755937057,-46.9593353271484,1.20386285368197E-06
68137.1002686323,-46.9955558776855,1.20694273451597E-06
68128.5676668554,-47.0199089050293,1.20900416529788E-06
68115.7451846146,-47.0567474365234,1.21210863118183E-06
68107.1812003661,-47.0815162658691,1.21418650600872E-06
68098.6046566314,-47.1064529418945,1.21627099800666E-06
68085.7161269075,-47.1441612243652,1.21941023126233E-06
68077.1080661914,-47.1695098876953,1.22151139089722E-06
68068.4874459883,-47.1950225830078,1.22361924463185E-06
68059.854266298,-47.2206993103027,1.22573381461626E-06
68046.8810027393,-47.2595176696777,1.22891829771133E-06
68038.2163733939,-47.2856025695801,1.23104976832851E-06
68029.5391171582,-47.3118515014648,1.23318805009067E-06
68016.4998060344,-47.3515319824219,1.2364082316943E-06
68007.7911001418,-47.3781929016113,1.23856361133797E-06
67999.0699366332,-47.4050140380859,1.24072583965974E-06
67985.964510909,-47.4455490112305,1.24398215340225E-06
67977.2118304879,-47.4727745056152,1.2461616961787E-06
67968.4466577577,-47.5001640319824,1.24834817661122E-06
67959.6687563371,-47.527717590332,1.25054167692862E-06
67946.4784274879,-47.5693397521973,1.25384504345546E-06
67937.6691782792,-47.5972938537598,1.25605607733098E-06
67928.8473695809,-47.6254081726074,1.25827417080219E-06
67915.5909933783,-47.6678848266602,1.26161462823821E-06
67906.7377350186,-47.6963958740234,1.26385048716983E-06
67897.871849839,-47.7250709533691,1.26609350587873E-06
67888.9934050938,-47.75390625,1.26834369135033E-06
67875.6520238835,-47.7974586486816,1.27173250182126E-06
67866.7420622201,-47.8266944885254,1.27400073978111E-06
67857.8195410654,-47.8560905456543,1.27627622919917E-06
67848.8843931643,-47.8856506347656,1.27855901166696E-06
67839.9367530267,-47.9153633117676,1.28084907731167E-06
67826.491680523,-47.9602317810059,1.2842979339904E-06
67817.5125233897,-47.9903450012207,1.2866063887602E-06
67804.0203954167,-48.0358123779297,1.29008288880061E-06
67799.5166323677,-48.0510520935059,1.29124545784514E-06
67785.9864876631,-48.096996307373,1.29474433732538E-06
67776.9507964191,-48.1278190612793,1.29708623477001E-06
67767.9024438104,-48.1588020324707,1.29943565869499E-06
67758.8415317086,-48.18994140625,1.30179260811953E-06
67749.7679927073,-48.2212409973145,1.30415712612688E-06
67736.1341566185,-48.268482208252,1.30771811181034E-06
67727.0291679472,-48.3001747131348,1.31010163306509E-06
67717.9115179104,-48.3320198059082,1.31249282224704E-06
67708.7813429959,-48.3640213012695,1.31489166957964E-06
67699.6386085871,-48.3961791992188,1.31729821020892E-06
67685.9008773625,-48.4447135925293,1.32092252466767E-06
67676.7265240029,-48.4772605895996,1.32334847163829E-06
67667.5397130959,-48.5099639892578,1.32578217718887E-06
67658.3403426178,-48.5428237915039,1.32822369482827E-06
67649.128345389,-48.5758438110352,1.3306730690989E-06
67639.903788665,-48.609016418457,1.33313030893957E-06
67626.0433067331,-48.6590576171875,1.3368310016222E-06
67616.7872330023,-48.6926155090332,1.33930805495838E-06
67607.5185997755,-48.7263298034668,1.34179306854394E-06
67598.237305105,-48.760196685791,1.34428609705394E-06
67588.9435528859,-48.7942161560059,1.34678711309713E-06
67579.6370047106,-48.8283843994141,1.34929623533083E-06
67565.6538065991,-48.8799362182617,1.35307501212249E-06
67556.3159106177,-48.914493560791,1.35560434799994E-06
67546.9653531916,-48.9492034912109,1.35814185122942E-06
67532.915973024,-49.0015487670898,1.36196342803361E-06
67528.226594386,-49.0190773010254,1.36324137966158E-06
67518.8382238789,-49.0542488098145,1.36580350736327E-06
67509.43736113,-49.0895729064941,1.36837386923237E-06
67495.3123875159,-49.1428451538086,1.37224498355829E-06
67485.8800078303,-49.1785430908203,1.3748361340041E-06
67476.4351031844,-49.2143936157227,1.37743562766747E-06
67466.9775370919,-49.2504005432129,1.3800435310306E-06
67457.5073442444,-49.2865562438965,1.38265986364275E-06
67448.0245918978,-49.322868347168,1.38528463607746E-06
67438.5292800523,-49.3593292236328,1.38791787755535E-06
67429.02123958,-49.395938873291,1.39055966445284E-06
67419.5006742228,-49.4326972961426,1.39320996972774E-06
67409.9675146745,-49.4696083068848,1.39586884225452E-06
67395.6440621904,-49.525260925293,1.39987330750223E-06
67386.0793183667,-49.5625457763672,1.40255375638143E-06
67376.5021169136,-49.599983215332,1.40524283892406E-06
67366.9121868325,-49.6375694274902,1.40794066140588E-06
67357.309697251,-49.6753044128418,1.4106472066393E-06
67347.694580912,-49.7131881713867,1.41336252401432E-06
67338.0669722515,-49.7512283325195,1.41608660606913E-06
67328.4266348849,-49.7894096374512,1.41881955039915E-06
67309.1083162618,-49.8662185668945,1.42431199567917E-06
67309.1083162618,-49.8662185668945,1.42431199567917E-06
67299.4303350049,-49.9048461914063,1.42707155847849E-06
67289.7396251187,-49.9436225891113,1.42984010782629E-06
67275.1800153037,-50.002067565918,1.43400975854466E-06
67265.4578902631,-50.0412178039551,1.4368007955844E-06
67255.7231037716,-50.0805130004883,1.43960091034857E-06
67245.9757577777,-50.1199569702148,1.44241010531326E-06
67236.2159541517,-50.1595497131348,1.44522838287878E-06
67226.4433546379,-50.199291229248,1.4480558728113E-06
67216.6580937508,-50.2391777038574,1.45089256858726E-06
67206.8602733605,-50.2792129516602,1.45373847300277E-06
67197.0499952593,-50.319393157959,1.45659358877776E-06
67187.2271576547,-50.3597221374512,1.45945797795677E-06
67177.3916259537,-50.4001960754395,1.46233171254419E-06
67167.5434328783,-50.4408149719238,1.46521481595873E-06
67157.6827820911,-50.4815788269043,1.46810726148813E-06
67147.8094027501,-50.5224914550781,1.47100916168414E-06
67137.9235656968,-50.5635452270508,1.4739204701848E-06
67128.0250000112,-50.6047554016113,1.47684130015312E-06
67113.1536064526,-50.6668319702148,1.48124037659197E-06
67108.190190047,-50.6875953674316,1.48271150921354E-06
67098.2538784322,-50.7292327880859,1.48566097564438E-06
67088.3050073906,-50.7710151672363,1.48862004850485E-06
67078.3434748948,-50.8129425048828,1.49158879224569E-06
67068.369417506,-50.8550148010254,1.49456720038394E-06
67058.3828006116,-50.8972320556641,1.49755531752102E-06
67048.3836241325,-50.9395904541016,1.50055317811873E-06
67038.3718208895,-50.9820976257324,1.50356083695935E-06
67028.3473908826,-51.0247459411621,1.50657832888824E-06
67018.3105704972,-51.0675430297852,1.50960561752535E-06
67008.2609032055,-51.110481262207,1.51264287568753E-06
66998.1987945999,-51.1535606384277,1.51569001610602E-06
66988.1239918926,-51.1967849731445,1.51874715065168E-06
66978.036696936,-51.2401542663574,1.52181425358493E-06
66967.9367752143,-51.2836647033691,1.52489140140281E-06
66957.824293985,-51.327320098877,1.52797860942019E-06
66947.6992368461,-51.3711128234863,1.53107591855222E-06
66937.5616201992,-51.4150505065918,1.53418335983821E-06
66927.4113767863,-51.4591293334961,1.53730099014844E-06
66917.2486247211,-51.5033493041992,1.54042880956121E-06
66907.0733131473,-51.5477104187012,1.54356687017332E-06
66896.8853748069,-51.5922164916992,1.54671522943435E-06
66886.6849278929,-51.6368637084961,1.54987388763095E-06
66876.4718542118,-51.6816482543945,1.55304291832747E-06
66866.2463392148,-51.7265739440918,1.55622230103413E-06
66856.008197371,-51.7716407775879,1.55941213064592E-06
66845.7575468732,-51.8168487548828,1.56261240776573E-06
66835.4943878006,-51.8621978759766,1.56582316983836E-06
66825.2186019601,-51.9076919555664,1.56904449157907E-06
66814.9302566097,-51.9533233642578,1.57227638984904E-06
66809.7813955048,-51.9761924743652,1.57389631033131E-06
66799.4743127592,-52.0220375061035,1.57714411262045E-06
66789.1547213583,-52.0680236816406,1.58040257062565E-06
66778.822570447,-52.1141471862793,1.58367173879015E-06
66768.4778945565,-52.1604080200195,1.5869516447494E-06
66758.1207610246,-52.2068099975586,1.59024230577484E-06
66747.7511352405,-52.2533531188965,1.59354377161328E-06
66737.3689336216,-52.3000335693359,1.59685610790447E-06
66726.9743252156,-52.346851348877,1.60017929982181E-06
66716.567208313,-52.3938102722168,1.60351341908454E-06
66706.1477008669,-52.4409065246582,1.60685846725336E-06
66695.7156848436,-52.4881362915039,1.61021452173476E-06
66685.2711439192,-52.5355072021484,1.61358162759365E-06
66674.8142125306,-52.5830192565918,1.61695978135039E-06
66669.5810920752,-52.6068267822266,1.61865301634853E-06
66659.1054741419,-52.6545448303223,1.62204784951934E-06
66648.6174495001,-52.7024002075195,1.62545383604265E-06
66638.1170854085,-52.7503929138184,1.62887099434784E-06
66627.6042636734,-52.7985153198242,1.63229940339069E-06
66617.0789841336,-52.8467750549316,1.6357391040062E-06
66606.541449788,-52.8951721191406,1.6391900705965E-06
66595.9915422819,-52.9437103271484,1.64265238274717E-06
66585.4293126306,-52.9923858642578,1.64612606478091E-06
66574.8547097371,-53.0411949157715,1.64961117473875E-06
66569.5628044232,-53.0656509399414,1.65135801621696E-06
66558.9696841909,-53.1146659851074,1.65486033175632E-06
66548.3642418933,-53.163818359375,1.6583741621653E-06
66537.7465109172,-53.2131042480469,1.66189953813418E-06
66527.1165087289,-53.2625274658203,1.66543649573608E-06
66516.4740824437,-53.312084197998,1.66898512803182E-06
66505.8193340115,-53.3617744445801,1.67254544344835E-06
66495.1522633509,-53.4115982055664,1.67611748450264E-06
66489.8141663942,-53.4365615844727,1.67790789560103E-06
66479.1287138101,-53.4865913391113,1.68149757101927E-06
66468.4309054485,-53.536750793457,1.68509909023871E-06
66457.7208084873,-53.5870475769043,1.6887124737571E-06
66446.998440231,-53.6374740600586,1.69233775893864E-06
66436.2637834558,-53.6880340576172,1.69597499498963E-06
66425.5168045319,-53.7387351989746,1.69962423692471E-06
66414.7575032964,-53.7895698547363,1.70328552863849E-06
66409.3732656247,-53.8150329589844,1.70512069538135E-06
66398.5955234474,-53.8660621643066,1.70880012980554E-06
66387.8054845876,-53.9172286987305,1.71249171557123E-06
66377.0031825121,-53.9685325622559,1.71619548561964E-06
66366.1885919163,-54.019962310791,1.71991149319497E-06
66355.3616710078,-54.0715217590332,1.72363979748715E-06
66349.9436066846,-54.0973510742188,1.72550856807586E-06
66339.0983120105,-54.149112701416,1.72925535989179E-06
66328.2407124086,-54.2010040283203,1.73301455245894E-06
66317.3708579154,-54.2530288696289,1.7367861738772E-06
66306.4887067383,-54.3051795959473,1.740570284253E-06
66295.5942842626,-54.3574638366699,1.74436692057417E-06
66284.6876577475,-54.4098777770996,1.74817610530304E-06
66279.2297151532,-54.4361343383789,1.75008543618186E-06
66268.3046221433,-54.4887466430664,1.75391358618358E-06
66257.3672915456,-54.5414924621582,1.75775441203881E-06
66246.4176978107,-54.5943641662598,1.76160796932913E-06
66235.4558664876,-54.6473655700684,1.76547429586809E-06
66229.9703596898,-54.6739120483398,1.76741226299825E-06
66218.990112887,-54.7271118164063,1.77129785248204E-06
66207.9976364939,-54.7804412841797,1.77519632626784E-06
66196.9928888819,-54.8339004516602,1.77910774661691E-06
66185.9759118437,-54.8874855041504,1.7830321463722E-06
66174.9466972165,-54.9412002563477,1.78696957629978E-06
66169.4275154986,-54.9681053161621,1.78894318733549E-06
66158.3799443223,-55.0220146179199,1.79290025276257E-06
66147.320110089,-55.0760536193848,1.79687047806787E-06
66136.2480636504,-55.1302185058594,1.80085389357397E-06
66125.163720442,-55.1845092773438,1.80485057852713E-06
66119.6169745156,-55.2117004394531,1.80685389903263E-06
66108.5143258556,-55.2661895751953,1.81087052971258E-06
66097.3994140553,-55.3208084106445,1.8149005406208E-06
66086.2723364949,-55.3755493164063,1.81894394589875E-06
66075.1329876304,-55.4304161071777,1.8230008335674E-06
66069.558715694,-55.4578971862793,1.82503434737116E-06
66058.4010358268,-55.5129547119141,1.82911152466436E-06
66047.2311901989,-55.5681381225586,1.83320227093916E-06
66036.0490941626,-55.6234474182129,1.83730666757603E-06
66024.8547732681,-55.6788902282715,1.84142475586208E-06
66019.2530343336,-55.7066535949707,1.84348894810393E-06
66008.0404205523,-55.762279510498,1.84762765285869E-06
65996.8155946456,-55.8180274963379,1.85178017199621E-06
65985.5785693467,-55.8739051818848,1.85594655214499E-06
65979.9554950246,-55.9018898010254,1.85803495132856E-06
65968.7001513705,-55.957950592041,1.86222222686496E-06
65957.4326674211,-56.0141372680664,1.86642347064441E-06
65946.1529377149,-56.0704498291016,1.87063877406058E-06
65934.8610211826,-56.1268882751465,1.87486816744085E-06
65929.2105117751,-56.1551513671875,1.8769881571622E-06
65917.9003361498,-56.2117805480957,1.88123877601753E-06
65906.5779401505,-56.2685279846191,1.88550362911132E-06
65895.243431035,-56.3253974914551,1.88978272904531E-06
65889.5716117037,-56.3538780212402,1.8919276466179E-06
65878.2188353308,-56.4109344482422,1.89622825345265E-06
65866.8538817634,-56.4681167602539,1.90054326479841E-06
65855.476784632,-56.5254135131836,1.90487272166322E-06
65849.7836808426,-56.5541076660156,1.90704288454823E-06
65838.3883468159,-56.6115989685059,1.91139411917901E-06
65826.9808436361,-56.6692085266113,1.91575994450284E-06
65815.5612112165,-56.7269401550293,1.92014039979418E-06
65809.8468197841,-56.7558517456055,1.92233614105883E-06
65798.4089671809,-56.8137664794922,1.92673865415813E-06
65786.9589429522,-56.8718032836914,1.93115595090019E-06
65775.4968239932,-56.9299545288086,1.93558805694194E-06
65769.7611912804,-56.9590759277344,1.93780969538534E-06
65758.280823281,-57.0174102783203,1.94226416100451E-06
65746.7883355904,-57.075870513916,1.94673358491174E-06
65735.283729884,-57.134449005127,1.95121802256648E-06
65729.5268813564,-57.1637840270996,1.95346588970253E-06
65718.0040864175,-57.222541809082,1.95797295848671E-06
65706.4691893792,-57.2814178466797,1.96249517611104E-06
65694.9221542416,-57.3404197692871,1.96703261364323E-06
65689.1441026314,-57.3699607849121,1.96930705076504E-06
65677.5789119748,-57.4291343688965,1.97386740517192E-06
65666.0016296667,-57.4884300231934,1.97844310458428E-06
65654.4122283584,-57.5478401184082,1.98303421757737E-06
65648.6129936627,-57.5775909423828,1.98533556809534E-06
65637.0054495679,-57.6371803283691,1.98994989615715E-06
65625.3858097391,-57.696891784668,1.99457977404157E-06
65619.5714325586,-57.7267913818359,1.99690057100483E-06
65607.9336521425,-57.786678314209,2.00155388239992E-06
65596.2837823585,-57.8466835021973,2.00622288804022E-06
65584.6218272038,-57.9068069458008,2.01090764553242E-06
65578.7863218663,-57.9369125366211,2.01325594808013E-06
65567.1062516745,-57.9972114562988,2.01796443965038E-06
65555.4140921141,-58.0576286315918,2.02268883378032E-06
65549.5634929389,-58.0878791809082,2.02505700735942E-06
65537.8532478045,-58.1484642028809,2.02980534840889E-06
65526.1309301164,-58.2091674804688,2.03456973582338E-06
65514.3965611742,-58.2699928283691,2.03935022161407E-06
65508.5248721248,-58.3004455566406,2.04174651444151E-06
65496.7724049588,-58.3614387512207,2.04655127078066E-06
65485.0078907054,-58.4225463867188,2.05137227655748E-06
65479.1211332831,-58.4531440734863,2.05378888507346E-06
65467.3385630022,-58.5144195556641,2.05863437444192E-06
65455.5439328997,-58.5758094787598,2.063496272812E-06
65449.6421367381,-58.6065483093262,2.06593337773657E-06
65437.8294465251,-58.6681098937988,2.07081999407328E-06
65426.004789706,-58.7297897338867,2.07572313674159E-06
65414.1680729794,-58.7915802001953,2.0806429071941E-06
65408.2451868549,-58.8225135803223,2.08310904977633E-06
65396.3904523839,-58.8844718933105,2.08805385032433E-06
65384.5236835572,-58.9465446472168,2.09301542625354E-06
65378.5858095398,-58.9776229858398,2.09550251514821E-06
65366.7010483493,-59.0398635864258,2.10048934892931E-06
65354.8042528023,-59.1022186279297,2.10549311791969E-06
65348.8513823255,-59.1334381103516,2.1080013563108E-06
65336.9366198805,-59.1959609985352,2.11303061325281E-06
65325.0098567095,-59.2585906982422,2.11807695265185E-06
65319.0419896871,-59.2899475097656,2.12060654229775E-06
65307.0972764327,-59.3527450561523,2.12567860573742E-06
65295.1405879186,-59.415657043457,2.13076790382421E-06
65289.1577752834,-59.4471549987793,2.13331902683789E-06
65277.1831198691,-59.5102310180664,2.13843430180838E-06
65265.1964891948,-59.573413848877,2.14356697613967E-06
65259.1987054793,-59.6050491333008,2.14613984920674E-06
65247.1941248053,-59.668399810791,2.15129874155694E-06
65235.177628126,-59.731861114502,2.15647517416369E-06
65229.1648733293,-59.7636299133301,2.15907000535029E-06
65217.1304182417,-59.8272552490234,2.16427291045634E-06
65205.0840219249,-59.8909873962402,2.16949353474835E-06
65199.056329921,-59.9228935241699,2.17211051963714E-06
65186.9920090694,-59.9867820739746,2.17735785529522E-06
65174.9157299289,-60.05078125,2.18262308742984E-06
65168.8731432426,-60.082820892334,2.18526241979144E-06
65156.7789311587,-60.1469802856445,2.19055462314988E-06
65144.6728201265,-60.211254119873,2.19586486869891E-06
65138.6152962312,-60.2434310913086,2.19852678161754E-06
65126.4912775644,-60.3078651428223,2.20386424610521E-06
65114.3554107959,-60.3724060058594,2.20921990360692E-06
65108.2829665066,-60.4047164916992,2.21190460650685E-06
65096.1291920161,-60.4694175720215,2.21728774436007E-06
65083.9635270704,-60.5342178344727,2.22268926896942E-06
65077.8762558453,-60.5666580200195,2.22539693935476E-06
65065.692750926,-60.6316146850586,2.23082617829903E-06
65059.5965596708,-60.664134979248,2.23354774569099E-06
65047.3952488083,-60.7292556762695,2.23900484343491E-06
65035.1820133721,-60.7944755554199,2.24448062707803E-06
65029.0709610619,-60.8271293640137,2.24722553186783E-06
65016.8398855638,-60.8925018310547,2.25272945804829E-06
65004.597021476,-60.9579811096191,2.25825218881263E-06
64998.471108197,-60.9907608032227,2.26102065582094E-06
64986.2103573169,-61.056396484375,2.26657182138744E-06
64973.9378303712,-61.1221313476563,2.27214196732118E-06
64967.7971068824,-61.1550369262695,2.27493420071482E-06
64955.5067609793,-61.2209281921387,2.280533024694E-06
64949.3571894985,-61.2539138793945,2.28333961044171E-06
64937.04914332,-61.3199577331543,2.28896722396922E-06
64924.729236024,-61.3861045837402,2.29461415087762E-06
64918.5648796425,-61.4192161560059,2.29744485934708E-06
64906.2272678661,-61.4855155944824,2.3031208558449E-06
64893.877850109,-61.5519142150879,2.30881632684665E-06
64887.6986578928,-61.5851516723633,2.31167141467366E-06
64875.3314741241,-61.6516990661621,2.31739626482522E-06
64869.1434826588,-61.6850128173828,2.32026604594036E-06
64856.7585435624,-61.751708984375,2.32602044051739E-06
64844.3619003508,-61.8185081481934,2.33179456463929E-06
64838.1591302888,-61.8519439697266,2.3346890767723E-06
64825.7447909151,-61.9188919067383,2.34049300349183E-06
64819.5332237053,-61.9524002075195,2.34340243625206E-06
64807.1011882562,-62.0194931030273,2.34923633840946E-06
64794.6573479628,-62.0866889953613,2.35509032435908E-06
64788.4310578177,-62.1203231811523,2.35802484623551E-06
64775.9695754468,-62.1876602172852,2.36390907282188E-06
64769.7344330156,-62.221363067627,2.36685877357443E-06
64757.2553564345,-62.2888450622559,2.37277339378581E-06
64732.2617863715,-62.4241065979004,2.38466390327387E-06
64732.2617863715,-62.4241065979004,2.38466390327387E-06
64726.0060551708,-62.4579849243164,2.38764933376776E-06
64719.7474043022,-62.491886138916,2.3906398977839E-06
64707.2212618388,-62.559757232666,2.39663650527465E-06
64694.6834247159,-62.6277198791504,2.40265377410791E-06
64688.4101118272,-62.6617393493652,2.40567018578098E-06
64675.8546484761,-62.7298431396484,2.411718637488E-06
